Message,NAV-TIMEGLO,,,,,
Description,GLO Time Solution,,,,,
Firmware,"Supported on:•u-blox 8 / u-blox M8 from protocol version 17 up to version 23.01",,,,,
Type,Periodic/Polled,,,,,
Comment,"This message reports the precise GLO time of the most recent navigation solution includingvalidity flags and an accuracy estimate.",,,,,
Message Structure,Header,Class,ID,Length (Bytes),Payload,Checksum
"",0xB5 0x62,0x01,0x23,20,see below,CK_A CK_B
Payload Contents:,,,,,,
Byte Offset,"NumberFormat",Scaling,Name,Unit,Description,
0,U4,-,iTOW,ms,"GPS time of week of the navigation epoch.See the description of iTOW for details.",
4,U4,-,TOD,s,"GLONASS time of day (rounded to integerseconds)",
8,I4,-,fTOD,ns,"Fractional part of TOD (range: +/-500000000).The precise GLONASS time of day in seconds is:TOD + fTOD * 1e-9",
12,U2,-,Nt,days,"Current date (range: 1-1461), starting at 1 fromthe 1st Jan of the year indicated by N4 andending at 1461 at the 31st Dec of the third yearafter that indicated by N4",
14,U1,-,N4,-,"Four-year interval number starting from 1996(1=1996, 2=2000, 3=2004...)",
15,X1,-,valid,-,Validity flags (see graphic below),
16,U4,-,tAcc,ns,Time Accuracy Estimate,
